Keyword	Currency	Avg. monthly searches	Three month change	YoY change	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)
list of phones compatible with spectrum mobile	USD	500	-90%	-90%	Medium	49	2.23	6.90
spectrum jobs remote	USD	500	0%	0%	Low	16	0.42	2.40
spectrum supported phones	USD	500	0%	0%	Low	21	2.30	3.50
outside sales spectrum	USD	500	0%	0%	Low	11	1.34	4.00
iphone spectrum deals	USD	500	0%	0%	High	95	0.88	6.00
customer service spectrum mobile	USD	500	0%	0%	Low	16	0.46	3.00
call spectrum mobile customer service	USD	500	0%	0%	Low	16	0.41	3.00
call spectrum communications	USD	500	0%	0%	Medium	42	2.50	14.15
spectrum mobile help	USD	500	0%	0%	Low	16	2.14	3.25
spectrum careers new york	USD	500	0%	0%	Low	11	0.79	6.21
spectrum news jobs	USD	500	0%	0%	Low	0		
spectrum mobile service number	USD	500	-90%	0%	Low	22	0.36	3.00
my time warner cable	USD	500	0%	0%	Low	4	6.21	12.75
call spectrum charter	USD	500	0%	0%	Medium	42	2.00	14.15
charter spectrum internet number	USD	500	0%	0%	Medium	44	2.50	14.49
spectrum sales jobs	USD	500	0%	0%	Low	14	0.73	3.67
customer service for spectrum mobile	USD	500	0%	0%	Low	16	0.54	3.00
spectrum store phones	USD	500	0%	0%	Medium	64	2.14	4.04
free spectrum phones	USD	500	-90%	-90%	High	90	2.21	9.94
charter cable number	USD	500	0%	0%	Low	29	3.00	14.11
remote spectrum jobs	USD	500	0%	0%	Low	18	0.40	2.17
sign up spectrum tv	USD	500	0%	0%	Medium	57	2.50	10.80
spectrum phone number in florida	USD	500	0%	0%	Medium	49	2.00	14.15
spectrum mobile deals for new customers	USD	500	0%	900%	Low	15	1.02	6.52
spectrum customer service mobile phone	USD	500	0%	900%	Low	17	0.84	3.00
my spectrum mobile customer service	USD	500	0%	900%	Low	11	1.86	3.25
spectrum jobs new york	USD	500	0%	0%	Low	8	0.67	6.21
twc isp	USD	500	900%	0%	Low	9	6.01	14.49
spectrum online store	USD	500	0%	0%	Medium	57	5.00	16.11
switching from verizon to spectrum mobile	USD	500	0%	0%	Low	6	1.54	10.22
spectrum cell coverage map	USD	500	0%	0%	Low	24	1.03	6.09
spectrum phone number wifi	USD	500	0%	0%	Medium	48	2.52	14.49
spectrum internet careers	USD	500	0%	0%	Low	11	0.80	3.84
my spectrum service	USD	500	0%	0%	Low	31	3.15	14.15
spectrum new iphone deals	USD	500	-90%	0%	High	80	0.76	6.00
charter tv phone number	USD	500	0%	0%	Medium	42	2.00	11.15
spectrum mobile without internet	USD	500	0%	0%	Medium	34	2.60	9.00
spectrum internet customer care number	USD	500	0%	0%	Low	25	1.25	3.00
spectrum mobile phones customer service	USD	500	0%	0%	Low	15	0.50	3.04
spectrum workers	USD	500	0%	0%	Low	11	2.38	12.73
call spectrum tv customer service	USD	500	0%	0%	Low	22	0.44	3.00
unlocked phones for spectrum mobile	USD	500	0%	900%	High	96	0.36	5.55
spectrum phone coverage map	USD	500	0%	0%	Low	31	3.05	13.77
spectrum human resources	USD	500	0%	0%	Low	22	6.21	13.80
spectrum installer jobs	USD	500	0%	0%	Low	8	0.80	6.21
spectrum news careers	USD	500	0%	0%	Low	1		
spectrum careers austin	USD	500	0%	0%	Low	21	0.66	3.05
review on spectrum mobile	USD	500	0%	0%	Low	10	0.02	11.51
spectrum mobile 5g coverage map	USD	500	0%	0%	Low	0		
spectrum careers nyc	USD	500	0%	0%	Low	11	0.79	6.21
time warner cable address	USD	500	0%	0%	Low	3		
spectrum service support	USD	500	0%	0%	Low	16	2.36	3.46
customer service number for spectrum mobile	USD	500	0%	900%	Low	13	0.39	3.00
spectrum remote customer service jobs	USD	500	0%	900%	Low	16	0.36	2.00
spectrum tv customer support	USD	500	-90%	0%	Low	27	2.30	3.50
phone number for charter tv	USD	500	0%	0%	Medium	42	2.00	11.15
spectrum cable jobs	USD	500	0%	0%	Low	13	0.67	3.62
spectrum free phone deals	USD	500	0%	900%	High	93	2.57	11.51
spectrum free iphone	USD	500	0%	0%	High	87	3.16	9.00
me spectrum	USD	500	0%	0%	Medium	36	2.90	14.15
charter spectrum service number	USD	500	0%	0%	Medium	44	2.50	14.49
spectrum sales salary	USD	500	0%	0%	Low	1		
spectrum careers los angeles	USD	500	0%	900%	Low	20	0.53	2.57
spectrum specials new customers	USD	500	0%	0%	Medium	52	3.15	14.49
check for spectrum service	USD	500	0%	0%	Medium	44	2.85	14.49
spectrum cable service customer service	USD	500	0%	0%	Low	26	2.07	3.29
time warner isp	USD	500	900%	0%	Low	9	6.01	14.49
twc spectrum customer service	USD	500	0%	-90%	Low	24	2.48	3.46
tw spectrum	USD	500	0%	0%	Low	9	6.21	13.80
spectrum call center careers	USD	500	0%	0%	Low	24	0.94	3.63
spectrum login customer service	USD	500	0%	0%	Low	3	0.39	3.85
spectrum charter communications phone number	USD	500	0%	0%	Medium	43	2.50	14.15
twc charter	USD	500	0%	0%	Low	13	8.28	14.49
spectrum log in internet	USD	500	0%	0%	Low	2	0.74	5.13
spectrum mobile phone store near me	USD	500	0%	0%	Medium	35	2.08	13.77
spectrum tech jobs	USD	500	0%	0%	Low	15	0.56	3.10
spectrum cable company customer service number	USD	500	0%	0%	Low	25	2.30	3.25
time warner cable jobs	USD	500	0%	0%	Low	4	0.48	6.21
spectrum cell phone coverage map	USD	500	0%	0%	Low	17	0.70	5.91
free phone spectrum	USD	500	-90%	-90%	High	82	2.07	11.51
spectrum my spectrum	USD	500	0%	900%	Low	23	11.51	16.11
online spectrum account	USD	500	0%	0%	Low	28	8.28	14.49
tw cable tv	USD	500	0%	0%	Low	5	2.78	7.80
spectrum careers florida	USD	500	0%	0%	Low	16	0.52	3.23
time warner cable offers	USD	500	0%	-90%	Medium	38	2.75	13.11
spectrum careers charlotte	USD	500	0%	0%	Low	22	0.78	3.45
spectrum remote careers	USD	500	900%	0%	Low	12	0.52	2.44
spectrum customer log in	USD	500	0%	0%	Low	1		
spectrum store online	USD	500	0%	0%	Medium	57	5.00	16.11
spectrum number customer service number	USD	500	0%	0%	Low	25	2.30	3.25
spectrum wfh jobs	USD	500	0%	0%	Low	16	0.62	2.01
spectrum internet customer service san antonio	USD	500	0%	0%	Low	29	1.25	2.50
switching from verizon to spectrum	USD	500	0%	0%	Low	11	2.72	6.85
spectrum careers customer service	USD	500	0%	0%	Low	23	1.01	3.50
bright house careers	USD	500	0%	0%	Low	3		
charter and time warner	USD	500	0%	0%	Low	13	8.28	14.49
charter cable customer service number	USD	500	0%	-90%	Low	23	2.30	4.28
charter cable login	USD	500	0%	0%	Low	0		
charter careers login	USD	500	0%	-90%	Low	3		
charter comcast	USD	500	0%	0%	Low	7	5.70	40.92
charter communications log in	USD	500	0%	0%	Low	0		
charter communications time warner	USD	500	0%	0%	Low	13	8.28	14.49
charter hiring	USD	500	0%	0%	Low	19	1.69	12.37
charter internet log in	USD	500	0%	0%	Low	0		
charter spectrum application	USD	500	0%	-90%	Low	26	3.58	11.51
spectrum charlotte nc jobs	USD	500	0%	0%	Low	18	0.54	3.15
spectrum charter account	USD	500	0%	0%	Low	33	4.63	11.51
spectrum communications customer service number	USD	500	0%	-90%	Low	32	2.30	3.38
spectrum employment login	USD	500	0%	0%	Low	0		
spectrum human resources contact number	USD	500	0%	0%	Low	26	6.21	14.11
spectrum human resources number	USD	500	0%	0%	Low	26	6.21	14.11
spectrum job login	USD	500	0%	0%	Low	1		
spectrum jobs at home	USD	500	0%	0%	Medium	35	0.41	3.91
spectrum jobs florida	USD	500	0%	0%	Low	16	0.52	3.23
spectrum login twc	USD	500	0%	0%	Low	0		
spectrum outside sales salary	USD	500	0%	-90%	Low	0		
spectrum san antonio careers	USD	500	0%	0%	Low	22	0.85	3.67
spectrum tampa jobs	USD	500	-90%	-90%	Low	20	0.49	3.00
spectrum time warner cable customer service	USD	500	0%	-90%	Low	24	2.48	3.46
spectrum time warner cable login	USD	500	0%	0%	Low	0		
spectrum work from home positions	USD	500	0%	0%	Low	20	0.31	2.00
the spectrum careers	USD	500	900%	0%	Low	6	1.32	3.65
time warner account	USD	500	0%	0%	Low	4	5.51	8.28
time warner cable careers	USD	500	0%	0%	Low	4	0.48	6.21
time warner career	USD	500	900%	0%	Low	2		
time warner online	USD	500	0%	0%	Low	0		
verizon wireless spectrum	USD	500	0%	0%	Low	5	3.05	5.04
spectrum internet plans for new customers	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet prices by speed	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet availability by zip code	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet plans no contract	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum gig internet plans	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet for gaming	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet for streaming	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet installation fee	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet modem options	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet upload speeds	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet 1 gig plan	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet 500 mbps plan	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet 300 mbps plan	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet promo for new customers	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet and wifi plans	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet only plans	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum home internet deals near me	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet bundle alternatives	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet service in my area	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet check by address	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet for apartments	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet latency for gaming	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet outage in my area	USD	500	0%	0%	Medium	45	2.00	12.00
spectrum internet customer reviews	USD	500	0%	0%	Medium	45	2.00	12.00
