Keyword	Currency	Avg. monthly searches	Three month change	YoY change	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)
internet deal in my area	USD	500	0%	0%	High	87	6.95	26.49
best deal for internet and phone	USD	500	0%	0%	High	95	4.33	18.17
all isp in my area	USD	500	0%	0%	High	84	4.27	25.31
cheapest internet in okc	USD	500	0%	0%	High	94	5.42	35.93
cable tv plus internet	USD	500	0%	0%	Medium	61	5.12	19.51
shop internet services	USD	500	-90%	-90%	High	88	6.41	31.46
cable tv and wifi	USD	500	0%	0%	High	77	6.66	25.59
optimum internet only price	USD	500	0%	0%	Medium	36	0.93	11.50
tv internet service providers	USD	500	0%	0%	High	68	3.87	19.52
tv internet options	USD	500	0%	0%	High	75	1.08	7.38
cable and internet cost	USD	500	0%	0%	Low	8	1.78	8.52
optimum wifi pricing	USD	500	0%	0%	Medium	50	1.51	11.50
least expensive internet plans	USD	500	0%	-90%	Medium	60	4.25	16.23
recommended routers for spectrum	USD	500	0%	0%	High	82	0.47	13.80
at&t fiber self install	USD	500	0%	0%	Low	7	3.18	24.36
lowest cost internet provider	USD	500	0%	0%	Low	26	4.40	20.58
internet and cable cost per month	USD	500	0%	900%	Low	20	1.70	7.18
cheapest wifi plan near me	USD	500	0%	-90%	Medium	63	6.54	30.26
the best cable provider	USD	500	0%	-90%	Medium	59	1.95	11.30
cheap tv plan	USD	500	0%	0%	Medium	67	0.97	4.41
cheapest phone internet tv bundles	USD	500	0%	-90%	Medium	62	2.14	15.89
compare internet pricing	USD	500	0%	-90%	Medium	64	3.68	20.48
bundle tv deals	USD	500	0%	0%	High	86	1.79	6.17
find cable provider	USD	500	0%	-90%	High	82	3.93	15.89
isp by location	USD	500	0%	0%	Low	8	1.51	8.15
internet and cable providers by address	USD	500	0%	0%	Low	24	3.66	15.00
internet availability checker by address	USD	500	0%	0%	High	80	4.05	20.46
cable tv by zip code	USD	500	0%	0%	Low	13	2.01	12.13
best deals for tv internet and phone bundles	USD	500	-90%	-90%	Medium	61	2.03	8.25
find isp for address	USD	500	0%	0%	High	82	3.41	22.83
windstream compatible modem	USD	500	900%	0%	Medium	54	0.18	0.60
cheap cable internet packages	USD	500	0%	0%	Medium	46	2.63	13.14
best internet cable package	USD	500	0%	0%	Medium	53	2.95	12.75
cheapest internet tv package	USD	500	0%	0%	High	75	1.85	10.34
cable and internet providers by zip code	USD	500	-90%	-90%	Low	23	3.19	15.00
cheap cable internet near me	USD	500	-90%	-90%	High	75	3.74	15.25
best internet and phone packages	USD	500	0%	0%	High	95	4.33	18.17
cable tv with wifi	USD	500	0%	0%	High	77	6.66	25.59
wifi router spectrum compatible	USD	500	0%	0%	High	100	0.48	8.28
cable television and internet	USD	500	0%	0%	High	80	2.91	17.85
telephone internet providers	USD	500	0%	-90%	Medium	63	6.06	24.33
comcast payment phone number	USD	500	0%	0%	Low	0		
cox att	USD	500	0%	0%	Low	28	2.54	20.69
tv telephone and internet packages	USD	500	0%	0%	High	71	2.35	9.94
telephone bundles	USD	500	0%	0%	High	100	4.30	13.30
compare dish and directv	USD	500	0%	0%	Low	2	2.45	12.17
finding internet providers in my area	USD	500	0%	0%	High	76	4.54	27.00
bundles tv	USD	500	0%	0%	Medium	46	1.79	5.51
cable services by zip code	USD	500	0%	0%	Low	13	2.01	12.13
modem for windstream	USD	500	0%	0%	High	80	0.22	6.74
spectrum router compatible	USD	500	0%	0%	Medium	55	0.59	13.80
best tv internet bundles in my area	USD	500	0%	0%	High	84	1.96	12.00
cable tv and internet providers by zip code	USD	500	-90%	-90%	Low	23	3.19	15.00
cable tv internet phone	USD	500	0%	0%	Medium	58	3.07	14.68
century link compatible routers	USD	500	0%	0%	High	90	0.21	0.68
comcast pay phone number	USD	500	0%	0%	Low	0		
compare directv and dish network	USD	500	0%	0%	Low	2	2.45	12.17
compare dish network to directv	USD	500	0%	0%	Low	2	2.45	12.17
connect rca remote to tv	USD	500	0%	0%	Low	0		
define upload speed	USD	500	0%	0%	Low	2	0.06	25.36
directv bill pay by phone	USD	500	0%	0%	Low	1		
dish payment address	USD	500	900%	0%	Low	0		
frontier internet test	USD	500	0%	0%	Low	1		
hughesnet pay bill by phone	USD	500	0%	900%	Low	1	0.20	3.36
lowest wifi prices	USD	500	-90%	-90%	High	88	4.69	20.00
mbps upload	USD	500	0%	0%	Low	4	1.05	31.37
test my internet speed frontier	USD	500	0%	0%	Low	1		
xfinity billing dept phone number	USD	500	0%	0%	Low	1		
xfinity internet billing phone number	USD	500	0%	0%	Low	1		
